646.31818	-10
646.3515	-15
646.38483	-7
646.41809	-12
646.45142	-11
646.48474	-15
646.51801	3
646.55133	-6
646.58459	5
646.61792	-5
646.65118	-17
646.68451	-15
646.71777	-20
646.7511	-21
646.78436	8
646.81769	-5
646.85095	13
646.88428	-1
646.91754	13
646.95081	-2
646.98413	-17
647.0174	-10
647.05066	-4
647.08398	-12
647.11725	-13
647.15051	5
647.18384	-16
647.2171	6
647.25037	10
647.28363	52
647.31696	105
647.35022	149
647.38348	297
647.41675	421
647.45001	589
647.48328	724
647.5166	907
647.54987	902
647.58313	927
647.61639	906
647.64966	768
647.68292	655
647.71619	515
647.74945	367
647.78271	246
647.81598	152
647.84924	125
647.88251	68
647.91577	30
647.94904	36
647.9823	20
648.01556	-4
648.04883	17
648.08203	32
648.1153	23
648.14856	63
648.18182	60
648.21509	78
648.24835	70
648.28156	60
648.31482	45
648.34808	46
648.38135	35
648.41455	59
648.44781	32
648.48108	49
648.51428	39
648.54755	11
648.58081	24
648.61401	28
648.64728	30
648.68048	36
648.71375	18
648.74695	19
648.78021	11
648.81348	23
648.84668	15
648.87994	19
648.91315	21
648.94635	9
648.97961	21
649.01282	-8
649.04608	8
649.07928	-13
649.11255	3
649.14575	30
649.17896	10
649.21222	20
649.24542	-16
649.27863	10
649.31189	15
649.34509	-2
649.3783	17
649.4115	12
649.44476	20
649.47797	5
649.51117	16
649.54437	6
649.57758	5
649.61084	11
649.64404	9
649.67725	46
649.71045	27
649.74365	30
649.77686	57
649.81006	111
649.84326	197
649.87646	433
649.90967	824
649.94287	1459
649.97607	2391
650.00928	3431
650.04248	4442
650.07568	5232
650.10889	5603
650.14209	5522
650.17529	5059
650.2085	4381
650.24164	3440
650.27484	2586
650.30804	1777
650.34125	1141
650.37445	737
650.40765	538
650.4408	407
650.474	404
650.5072	370
650.54034	395
650.57355	368
650.60675	397
650.63995	386
650.6731	372
650.7063	371
650.73944	364
650.77264	324
650.80585	316
650.83899	328
650.87219	307
650.90533	279
650.93854	291
650.97168	277
651.00488	303
651.03802	395
651.07123	602
651.10437	944
651.13757	1439
651.17072	1975
651.20392	2385
651.23706	2657
651.2702	2627
651.30341	2486
651.33655	2193
651.36969	1763
651.40289	1419
651.43604	971
651.46918	668
651.50232	472
651.53552	344
651.56866	330
651.60181	334
651.63495	302
651.66815	297
651.70129	295
651.73444	270
651.76758	277
651.80072	270
651.83386	253
651.867	247
651.90015	236
651.93329	232
651.96643	230
651.99957	200
652.03271	204
652.06586	175
652.099	214
652.13214	184
652.16528	184
652.19843	161
652.23157	195
652.26471	164
652.29785	171
652.33099	161
652.36414	159
652.39728	167
652.43036	140
652.4635	152
652.49664	185
652.52979	169
652.56293	149
652.59601	158
652.62915	173
652.66229	132
652.69537	145
652.72852	165
652.76166	146
652.79474	139
652.82788	132
652.86102	176
652.8941	138
652.92725	148
652.96033	132
652.99347	123
653.02655	153
653.05969	125
653.09277	116
653.12592	106
653.159	130
653.19214	143
653.22522	155
653.25836	148
653.29144	120
653.32458	141
653.35767	163
653.39075	143
653.42389	124
653.45697	145
653.49005	145
653.52319	114
653.55627	110
653.58936	104
653.62244	130
653.65558	123
653.68866	125
653.72174	119
653.75482	141
653.7879	98
653.82098	111
653.85413	141
653.88721	157
653.92029	165
653.95337	191
653.98645	217
654.01953	290
654.05261	375
654.08569	466
654.11877	594
654.15186	719
654.18494	844
654.21802	913
654.2511	884
654.28418	809
654.31726	739
654.35034	633
654.38342	492
654.4165	412
654.44952	315
654.4826	260
654.51569	199
654.54877	212
654.58185	204
654.61487	215
654.64795	160
654.68103	184
654.71411	201
654.74713	209
654.78021	156
654.81329	168
654.84631	167
654.87939	163
654.91248	166
654.9455	167
654.97858	171
655.0116	188
655.04468	176
655.0777	205
655.11078	164
655.1438	180
655.17688	182
655.2099	185
655.24298	174
655.276	200
655.30908	167
655.3421	196
655.37518	178
655.4082	186
655.44122	214
655.4743	181
655.50732	182
655.54034	192
655.57343	175
655.60645	167
655.63947	168
655.67249	153
655.70557	174
655.73859	186
655.77161	180
655.80463	170
655.83765	153
655.87073	156
655.90375	182
655.93677	189
655.96979	215
656.00281	216
656.03583	221
656.06885	337
656.10187	532
656.13489	1111
656.16791	2953
656.20093	7244
656.23395	16847
656.26697	28681
656.29999	30795
656.33301	29966
656.36603	27768
656.39905	24575
656.43207	21257
656.46509	15871
656.49811	8173
656.53107	2394
656.56409	801
656.59711	259
656.63013	144
656.66315	153
656.69611	143
656.72913	112
656.76215	142
656.7951	112
656.82813	124
656.86115	133
656.8941	104
656.92712	110
656.96014	92
656.9931	104
657.02612	93
657.05908	90
657.0921	101
657.12512	130
657.15808	136
657.1911	146
657.22406	173
657.25708	161
657.29004	130
657.323	143
657.35602	98
657.38898	98
657.422	98
657.45496	87
657.48792	88
657.52094	77
657.55389	67
657.58685	105
657.61987	82
657.65283	71
657.68579	82
657.71881	85
657.75177	69
657.78473	71
657.81769	54
657.85065	90
657.88367	104
657.91663	79
657.94958	59
657.98254	79
658.0155	77
658.04846	67
658.08142	92
658.11438	52
658.14734	81
658.1803	75
658.21326	102
658.24622	78
658.27917	67
658.31213	69
658.34509	81
658.37805	76
658.41101	96
658.44397	59
658.47693	46
658.50989	67
658.54279	62
658.57574	64
658.6087	62
658.64166	51
658.67462	78
658.70752	53
658.74048	52
658.77344	51
658.80634	53
658.83929	60
658.87225	52
658.90515	61
658.93811	47
658.97107	46
659.00397	52
659.03693	61
659.06989	63
659.10278	36
659.13574	21
659.16864	68
659.2016	50
659.2345	65
659.26746	67
659.30035	60
659.33331	66
659.36621	89
659.39911	31
659.43207	70
659.46497	81
659.49786	55
659.53082	27
659.56372	52
659.59662	42
659.62958	64
659.66248	86
659.69537	53
659.72833	57
659.76123	78
659.79413	44
659.82703	61
659.85992	70
659.89282	47
659.92578	35
659.95868	46
659.99158	39
660.02448	38
660.05737	39
660.09027	71
660.12317	55
660.15607	53
660.18896	75
660.22186	64
660.25476	76
660.28766	72
660.32056	73
660.35345	58
660.38635	50
660.41925	58
660.45215	51
660.48505	54
660.51788	66
660.55078	53
660.58368	40
660.61658	39
660.64948	27
660.68231	55
660.71521	37
660.74811	61
660.78101	44
660.81384	67
660.84674	48
660.87964	48
660.91248	72
660.94537	48
660.97821	46
661.01111	39
661.04401	50
661.07684	25
661.10974	61
661.14258	30
661.17548	31
661.20831	60
661.24121	58
661.27405	31
661.30695	51
661.33978	50
661.37268	50
661.40552	58
661.43835	64
661.47125	70
661.50409	67
661.53693	68
661.56982	34
661.60266	47
661.6355	43
661.6684	52
661.70123	52
661.73407	47
661.76691	49
661.79974	55
661.83264	35
661.86548	25
661.89832	42
661.93115	64
661.96399	61
661.99683	46
662.02966	56
662.0625	26
662.09534	44
662.12817	68
662.16101	39
662.19385	56
662.22668	77
662.25952	96
662.29236	103
662.3252	130
662.35803	97
662.39087	86
662.42371	75
662.45654	64
662.48938	46
662.52216	35
662.55499	41
662.58783	42
662.62067	24
662.6535	17
662.68628	48
662.71912	32
662.75195	37
662.78473	34
662.81757	36
662.8504	35
662.88318	23
662.91602	37
662.94885	39
662.98163	51
663.01447	32
663.04724	11
663.08008	-1
663.11285	5
663.14569	-19
663.17847	-33
663.2113	-15
663.24408	-50
663.27692	-25
663.30969	-21
663.34253	-18
663.37531	0
663.40808	-19
663.44092	-14
663.47369	-30
663.50647	-25
663.53931	-22
663.57208	-24
663.60486	-13
663.6377	-8
663.67047	-20
663.70325	-3
663.73602	-36
663.7688	8
663.80164	1
663.83441	-1
663.86719	-12
663.89996	-15
663.93274	-16
663.96552	-30
663.99829	-21
664.03107	-13
664.06384	-13
664.09662	6
664.12939	-21
664.16217	-25
664.19495	-17
664.22772	-8
664.2605	-8
664.29327	-23
664.32605	-9
664.35883	-20
664.3916	9
664.42438	-24
664.45709	-26
664.48987	-10
664.52264	0
664.55542	-20
664.5882	-20
664.62091	-30
664.65369	-19
664.68646	-5
664.71918	-21
664.75195	-5
664.78473	0
664.81744	1
664.85022	-27
664.883	-21
664.91571	-44
664.94849	-28
664.9812	-39
665.01398	-15
665.04669	-40
665.07947	-28
665.11218	-13
665.14496	-21
665.17767	-19
665.21045	-29
665.24316	-22
665.27594	-20
665.30865	-25
665.34137	-24
665.37415	-24
665.40686	-24
665.43958	-11
665.47235	-41
665.50507	-21
665.53778	-14
665.5705	-7
665.60327	-21
665.63599	-2
665.6687	-24
665.70142	-20
665.73413	-12
665.76691	-23
665.79962	-16
665.83234	-10
665.86505	-34
665.89777	-14
665.93048	-35
665.9632	-26
665.99591	-41
666.02863	-26
666.06134	-15
666.09406	-23
666.12677	-17
666.15948	-34
666.1922	-30
666.22491	-24
666.25763	-21
666.29034	-30
666.323	-4
666.35571	-17
666.38843	-27
666.42114	-23
666.45386	-20
666.48651	-2
666.51923	-40
666.55194	-28
666.58466	-20
666.61731	-19
666.65002	-27
666.68274	-22
666.71539	-12
666.74811	-26
666.78082	-32
666.81348	-25
666.84619	-4
666.87885	-6
666.91156	-48
666.94421	-18
666.97693	-20
667.00958	-35
667.0423	-39
667.07495	-33
667.10767	-30
667.14032	-11
667.17303	-30
667.20569	-28
667.23834	-47
667.27106	-44
667.30371	-40
667.33636	-25
667.36908	-19
667.40173	-32
667.43439	-35
667.4671	-11
667.49976	-27
667.53241	-21
667.56506	-22
667.59772	-25
667.63043	-32
667.66309	-20
667.69574	-23
667.72839	-22
667.76105	-23
667.7937	-14
667.82635	-41
667.85901	-41
667.89166	-8
667.92432	-6
667.95697	-6
667.98962	-27
668.02228	-34
668.05493	-45
668.08759	-8
668.12024	-32
668.15289	-17
668.18555	-32
668.2182	-26
668.25079	-17
668.28345	-30
668.3161	-24
668.34875	-20
668.38141	-34
668.414	-41
668.44666	-50
668.47931	-36
668.51196	-31
668.54456	-14
668.57721	-48
668.60986	1
668.64246	-15
668.67511	-21
668.7077	-28
668.74036	-26
668.77301	-33
668.8056	-60
668.83826	-21
668.87085	-34
668.9035	-29
668.9361	-45
668.96875	-33
669.00134	-41
669.03394	-46
669.06659	-27
669.09918	-22
669.13184	-31
669.16443	-16
669.19702	-39
669.22968	-31
669.26227	-22
669.29486	-38
669.32745	-16
669.36011	-32
669.3927	-27
669.42529	-45
669.45789	-43
669.49048	-21
669.52313	-11
669.55573	-25
669.58832	-20
669.62091	-29
669.6535	-24
669.6861	-28
669.71869	-36
669.75128	-37
669.78387	-41
669.81647	-38
669.84906	-28
669.88165	-11
669.91425	-28
669.94684	-3
669.97943	12
670.01202	-3
670.04462	-29
670.07721	2
670.10974	0
670.14233	0
670.17493	-18
670.20752	-17
670.24011	-41
670.27264	-14
670.30524	-52
670.33783	-33
670.37042	-32
670.40295	-12
670.43555	-42
670.46814	-14
670.50067	-41
670.53326	-26
670.5658	-11
670.59839	-23
670.63098	-20
670.66351	-30
670.69611	-31
670.72864	-24
670.76123	-25
670.79376	-24
670.82635	-30
670.85889	-22
670.89142	-42
670.92401	-48
670.95654	-17
670.98914	-24
671.02167	-23
671.0542	-15
671.08679	-38
671.11932	-27
671.15186	-45
671.18439	-30
671.21698	-17
671.24951	-38
671.28204	-24
671.31458	-29
671.34711	-16
671.3797	-34
671.41223	-50
671.44476	-26
671.47729	-29
671.50983	-42
671.54236	-16
671.57489	-52
671.60742	-18
671.63995	-40
671.67249	-42
671.70502	-33
671.73755	-63
671.77008	-31
671.80261	-34
671.83514	-26
671.86768	-24
671.90021	-24
671.93274	-33
671.96521	-31
671.99774	-28
672.03027	-18
672.06281	-35
672.09534	-43
672.12781	-34
672.16034	-39
672.19287	-14
672.2254	-50
672.25787	-13
672.29041	-31
672.32294	-33
672.35541	-36
672.38794	-8
672.42041	-19
672.45294	-13
672.48541	-2
672.51794	-12
672.55048	-34
672.58295	-34
672.61548	-25
672.64795	-35
672.68042	-59
672.71295	-24
672.74542	-6
672.77795	-31
672.81042	-26
672.8429	-42
672.87543	-36
672.9079	-32
672.94037	-44
672.9729	-18
673.00537	-25
673.03784	-23
673.07031	-1
673.10284	-29
